date/time,MEAN
2013-11-21T13:00:00,1606.577
2013-12-01T10:59:00,1606.504
2013-12-11T08:58:00,1606.579
2013-12-21T06:56:00,1606.56
2013-12-31T04:55:00,1606.549
2014-01-10T02:53:00,1606.511
2014-01-20T00:52:00,1606.473
2014-01-29T22:50:00,1606.527
2014-02-08T20:49:00,1606.535
2014-02-18T18:47:00,1606.461
2014-02-28T16:46:00,1606.479
2014-03-10T14:44:00,1606.465
2014-03-20T12:43:00,1606.491
2014-03-30T10:41:00,1606.441
2014-04-09T08:40:00,1606.514
2014-04-19T06:38:00,1606.462
2014-04-29T04:37:00,1606.515
2014-05-09T02:35:00,1606.514
2014-05-19T00:34:00,1606.523
2014-05-28T22:33:00,1606.467
2014-06-07T20:31:00,1606.444
2014-06-17T18:30:00,1606.664
2014-06-27T16:28:00,1606.579
2014-07-07T14:27:00,1606.542
2014-07-17T12:25:00,1606.544
2014-07-27T10:24:00,1606.49
2014-08-06T08:22:00,1606.509
2014-08-16T06:21:00,1606.451
2014-08-26T04:19:00,1606.492
2014-09-05T02:18:00,1606.433
2014-09-15T00:16:00,1606.341
2014-09-24T22:15:00,1606.393
2014-10-04T20:13:00,1606.443
2014-10-14T18:12:00,1606.35
2014-10-24T16:10:00,1606.423
2014-11-03T14:09:00,1606.412
2014-11-13T12:07:00,1606.47
2014-11-23T10:06:00,1606.386
2014-12-03T08:04:00,1606.377
2014-12-13T06:03:00,1606.371
2014-12-23T04:02:00,1606.335
2015-01-02T02:00:00,1606.247
2015-01-11T23:59:00,1606.343
2015-01-21T21:57:00,1606.299
2015-01-31T19:56:00,1606.292
2015-02-10T17:54:00,1606.266
2015-02-20T15:53:00,1606.294
2015-03-02T13:51:00,1606.327
2015-03-12T11:50:00,1606.325
2015-03-22T09:48:00,1606.322
2015-04-01T07:47:00,1606.359
2015-04-11T05:45:00,1606.319
2015-04-21T03:44:00,1606.356
2015-05-01T01:42:00,1606.395
2015-05-10T23:41:00,1606.32
2015-05-20T21:39:00,1606.393
2015-05-30T19:38:00,1606.465
2015-06-09T17:37:00,1606.456
2015-06-19T15:35:00,1606.237
2015-06-29T13:34:00,1606.515
2015-07-09T11:32:00,1606.406
2015-07-19T09:31:00,1606.511
2015-07-29T07:29:00,1606.519
2015-08-08T05:28:00,1606.557
2015-08-18T03:26:00,1606.525
2015-08-28T01:25:00,1606.552
2015-09-06T23:23:00,1606.534
2015-09-16T21:22:00,1606.481
2015-09-26T19:20:00,1606.467
2015-10-06T17:19:00,1606.406
2015-10-16T15:17:00,1606.442
2015-10-26T13:16:00,1606.397
2015-11-05T11:14:00,1606.415
2015-11-15T09:13:00,1606.396
2015-11-25T07:12:00,1606.387
2015-12-05T05:10:00,1606.374
2015-12-15T03:09:00,1606.331
2015-12-25T01:07:00,1606.329
2016-01-03T23:06:00,1606.275
2016-01-13T21:04:00,1606.308
2016-01-23T19:03:00,1606.265
2016-02-02T17:01:00,1606.346
2016-02-12T15:00:00,1606.256
2016-02-12T15:01:00,1606.266
2016-02-22T12:58:00,1606.226
2016-02-22T13:00:00,1606.235
2016-03-03T10:57:00,1606.298
2016-03-13T08:55:00,1606.32
2016-03-13T08:57:00,1606.313
2016-03-23T06:54:00,1606.338
2016-03-23T06:55:00,1606.298
2016-04-02T04:52:00,1606.346
2016-04-02T04:54:00,1606.328
2016-04-12T02:51:00,1606.307
2016-04-12T02:52:00,1606.26
2016-04-22T00:49:00,1606.395
2016-04-22T00:51:00,1606.363
2016-05-01T22:48:00,1606.396
2016-05-01T22:49:00,1606.375
2016-05-11T20:46:00,1606.401
2016-05-11T20:48:00,1606.425
2016-05-21T18:45:00,1606.506
2016-05-21T18:46:00,1606.512
2016-05-31T16:44:00,1606.474
2016-05-31T16:45:00,1606.458
2016-06-10T14:42:00,1606.555
2016-06-10T14:43:00,1606.534
2016-06-20T12:41:00,1606.568
2016-06-20T12:42:00,1606.547
2016-06-30T10:39:00,1606.624
2016-06-30T10:40:00,1606.604
2016-07-10T08:38:00,1606.612
2016-07-10T08:39:00,1606.601
2016-07-20T06:36:00,1606.603
2016-07-20T06:38:00,1606.595
2016-07-30T04:35:00,1606.7
2016-07-30T04:36:00,1606.667
2016-08-09T02:33:00,1606.688
2016-08-09T02:35:00,1606.66
2016-08-19T00:32:00,1606.688
2016-08-19T00:33:00,1606.647
2016-08-28T22:30:00,1606.687
2016-08-28T22:32:00,1606.693
2016-09-07T20:29:00,1606.677
2016-09-07T20:30:00,1606.684
2016-09-17T18:27:00,1606.647
2016-09-17T18:29:00,1606.658
2016-09-27T16:26:00,1606.665
2016-09-27T16:27:00,1606.672
2016-10-07T14:26:00,1606.66
2016-10-17T12:24:00,1606.646
2016-10-20T20:33:00,1606.671
2016-10-27T10:23:00,1606.502
2016-10-30T18:31:00,1606.558
2016-11-06T08:21:00,1606.501
2016-11-09T16:30:00,1606.539
2016-11-16T06:20:00,1606.518
2016-11-19T14:28:00,1606.631
2016-11-26T04:18:00,1606.534
2016-11-29T12:27:00,1606.544
2016-12-06T02:17:00,1606.503
2016-12-09T10:25:00,1606.599
2016-12-16T00:15:00,1606.502
2016-12-19T08:24:00,1606.64
